Total Demand (GWh),Total Fossil Fuel (GWh),Total Curtailement (GWh),Gen 0 Cap (GW),Gen 1 Cap (GW),Stor 0 Cap (GWh),Stor 1 Cap (GWh),Fleet 0 V2G,Fleet 0 Uni
1430715,14307,291528,65.78,30.0,54.66,43470.29,200000,0
