9622.939159715233,9353.739577647471,6873.814273172461
8795.424010294453,8547.563609431807,6340.379362800168
7127.114900999186,7128.004063374917,5295.775690073783
5302.033482213701,5529.245839734203,4262.5397276510075
3740.9271219485113,4169.623694589944,3189.9196339918158
2709.9159297832443,3083.3209986774286,2315.6648821967406
2252.5855321564977,2409.2296567006442,1807.9313087552769
2423.6842473601187,2074.4506568765687,1530.9249609703772
3553.50241597233,2101.6560702362,1524.08499319703
4701.157356545366,2595.5695851718624,1805.0595975417687
5046.242618625021,3244.350283074218,2339.9868703370125
5022.473753508281,3971.7287163140136,2863.1894722678585
4995.775219745668,4776.205031383375,3526.7704388756692
5018.869535401718,5371.02554065164,4072.775734794363
5169.671372446597,5937.581881647814,4537.841502234856
5255.475968943258,6338.586344161094,4753.333084678921
5724.333194474761,6719.762337002356,5068.702557402987
6612.519690540537,7268.22833205241,5655.405726584741
8384.736929550498,7800.91386359791,6085.111642077214
9779.520283759746,8316.871403196676,6266.508437714747
10510.71447740799,8470.637553703826,6258.130658833217
10705.571179180386,8398.329533737437,6080.7370896423845
10607.947387218775,7889.959962940977,5683.536213938391
10163.443126046406,7269.821148637785,5015.651494863854
