Day,HR,Demand (MW)
30-JUN-2018,6,21970.0
30-JUN-2018,7,23171.5
30-JUN-2018,8,24761.5
30-JUN-2018,9,24833.5
30-JUN-2018,10,24553.5
30-JUN-2018,11,23630.0
30-JUN-2018,12,22796.5
30-JUN-2018,13,22312.0
30-JUN-2018,14,21979.5
30-JUN-2018,15,22071.0
30-JUN-2018,16,23439.5
30-JUN-2018,17,25394.5
30-JUN-2018,18,26508.5
30-JUN-2018,19,27115.5
30-JUN-2018,20,26814.5
30-JUN-2018,21,27250.5
30-JUN-2018,22,26889.5
30-JUN-2018,23,24385.5
01-JUL-2018,0,22206.0
01-JUL-2018,1,21430.0
01-JUL-2018,2,21055.5
01-JUL-2018,3,20762.5
01-JUL-2018,4,20106.0
01-JUL-2018,5,19998.0
01-JUL-2018,6,20532.0
01-JUL-2018,7,20994.0
01-JUL-2018,8,22020.5
01-JUL-2018,9,23274.0
01-JUL-2018,10,23644.5
01-JUL-2018,11,23828.5
01-JUL-2018,12,24147.0
01-JUL-2018,13,24075.0
01-JUL-2018,14,23858.0
01-JUL-2018,15,24397.5
01-JUL-2018,16,25625.5
01-JUL-2018,17,27104.5
01-JUL-2018,18,28514.0
01-JUL-2018,19,29071.0
01-JUL-2018,20,28935.5
01-JUL-2018,21,28469.5
01-JUL-2018,22,27779.5
01-JUL-2018,23,24722.0
02-JUL-2018,0,22379.5
02-JUL-2018,1,21387.5
02-JUL-2018,2,21050.0
02-JUL-2018,3,21395.5
02-JUL-2018,4,21208.5
02-JUL-2018,5,21634.0
02-JUL-2018,6,24903.5
02-JUL-2018,7,29023.5
02-JUL-2018,8,30320.5
02-JUL-2018,9,30401.0
02-JUL-2018,10,29611.0
02-JUL-2018,11,28978.5
02-JUL-2018,12,28760.5
02-JUL-2018,13,28762.0
02-JUL-2018,14,28957.0
02-JUL-2018,15,29701.5
02-JUL-2018,16,30746.0
02-JUL-2018,17,32044.0
02-JUL-2018,18,32569.0
02-JUL-2018,19,32879.0
02-JUL-2018,20,31871.5
02-JUL-2018,21,30906.5
02-JUL-2018,22,29471.0
02-JUL-2018,23,25979.5
03-JUL-2018,0,23343.5
03-JUL-2018,1,22637.0
03-JUL-2018,2,22303.5
03-JUL-2018,3,22254.5
03-JUL-2018,4,22122.0
03-JUL-2018,5,21820.0
03-JUL-2018,6,25429.5
03-JUL-2018,7,29278.0
03-JUL-2018,8,30181.0
03-JUL-2018,9,30203.0
03-JUL-2018,10,29493.5
03-JUL-2018,11,29294.5
03-JUL-2018,12,29207.5
03-JUL-2018,13,28904.5
03-JUL-2018,14,29078.0
03-JUL-2018,15,29637.0
03-JUL-2018,16,31068.5
03-JUL-2018,17,32302.0
03-JUL-2018,18,32830.0
03-JUL-2018,19,32012.0
03-JUL-2018,20,30865.5
03-JUL-2018,21,30230.5
03-JUL-2018,22,29895.0
03-JUL-2018,23,26498.5
04-JUL-2018,0,24381.0
04-JUL-2018,1,23888.5
04-JUL-2018,2,23131.0
04-JUL-2018,3,22883.0
04-JUL-2018,4,22770.0
04-JUL-2018,5,23205.0
04-JUL-2018,6,25648.0
04-JUL-2018,7,29959.0
04-JUL-2018,8,31927.0
04-JUL-2018,9,31962.0
04-JUL-2018,10,31649.0
04-JUL-2018,11,31310.0
04-JUL-2018,12,31333.5
04-JUL-2018,13,31251.5
04-JUL-2018,14,31158.0
04-JUL-2018,15,31424.5
04-JUL-2018,16,32224.0
04-JUL-2018,17,33250.0
04-JUL-2018,18,33520.0
04-JUL-2018,19,33087.0
04-JUL-2018,20,32395.5
04-JUL-2018,21,31996.5
04-JUL-2018,22,30074.5
04-JUL-2018,23,26545.5
05-JUL-2018,0,24017.0
05-JUL-2018,1,22887.0
05-JUL-2018,2,21934.0
05-JUL-2018,3,21529.5
05-JUL-2018,4,21254.5
05-JUL-2018,5,21980.5
05-JUL-2018,6,25852.5
05-JUL-2018,7,30086.5
05-JUL-2018,8,31505.5
05-JUL-2018,9,31609.5
05-JUL-2018,10,31172.0
05-JUL-2018,11,31120.0
05-JUL-2018,12,30997.5
05-JUL-2018,13,30778.5
05-JUL-2018,14,30694.0
05-JUL-2018,15,31018.0
05-JUL-2018,16,32491.5
05-JUL-2018,17,33213.5
05-JUL-2018,18,33177.0
05-JUL-2018,19,33064.0
05-JUL-2018,20,32694.0
05-JUL-2018,21,32113.0
05-JUL-2018,22,30683.0
05-JUL-2018,23,27205.5
06-JUL-2018,0,25460.5
06-JUL-2018,1,24608.0
06-JUL-2018,2,24037.0
06-JUL-2018,3,23724.5
06-JUL-2018,4,23487.0
06-JUL-2018,5,23845.5
06-JUL-2018,6,26210.5
06-JUL-2018,7,29967.5
06-JUL-2018,8,31376.0
06-JUL-2018,9,31286.0
06-JUL-2018,10,30637.0
06-JUL-2018,11,29976.0
06-JUL-2018,12,29484.0
06-JUL-2018,13,29092.5
06-JUL-2018,14,29292.0
06-JUL-2018,15,29895.0
06-JUL-2018,16,30817.5
06-JUL-2018,17,32037.5
06-JUL-2018,18,32526.0
06-JUL-2018,19,32453.0
06-JUL-2018,20,31656.0
06-JUL-2018,21,30798.5
06-JUL-2018,22,29736.0
06-JUL-2018,23,26803.5
07-JUL-2018,0,24449.5
07-JUL-2018,1,23326.0
07-JUL-2018,2,22920.5
07-JUL-2018,3,22412.5
07-JUL-2018,4,22507.0
07-JUL-2018,5,22274.5
07-JUL-2018,6,22907.5
07-JUL-2018,7,24630.0
07-JUL-2018,8,26316.5
07-JUL-2018,9,26780.0
07-JUL-2018,10,26398.0
07-JUL-2018,11,25758.5
07-JUL-2018,12,25328.5
07-JUL-2018,13,24684.0
07-JUL-2018,14,24433.5
07-JUL-2018,15,24659.0
07-JUL-2018,16,25348.5
07-JUL-2018,17,27677.5
07-JUL-2018,18,28459.5
07-JUL-2018,19,28858.0
07-JUL-2018,20,28500.0
07-JUL-2018,21,28185.5
07-JUL-2018,22,27885.5
07-JUL-2018,23,25614.0
08-JUL-2018,0,23396.0
08-JUL-2018,1,22148.0
08-JUL-2018,2,21555.5
08-JUL-2018,3,21466.5
08-JUL-2018,4,21388.0
08-JUL-2018,5,21017.0
08-JUL-2018,6,21617.5
08-JUL-2018,7,22158.5
08-JUL-2018,8,22968.5
08-JUL-2018,9,23856.5
08-JUL-2018,10,24103.0
08-JUL-2018,11,24153.5
08-JUL-2018,12,24499.0
08-JUL-2018,13,23999.5
08-JUL-2018,14,23591.0
08-JUL-2018,15,23898.5
08-JUL-2018,16,24989.5
08-JUL-2018,17,26803.0
08-JUL-2018,18,28389.0
08-JUL-2018,19,29052.5
08-JUL-2018,20,29120.5
08-JUL-2018,21,28843.0
08-JUL-2018,22,28259.5
08-JUL-2018,23,25585.0
09-JUL-2018,0,23885.5
09-JUL-2018,1,23148.5
09-JUL-2018,2,22735.0
09-JUL-2018,3,22524.0
09-JUL-2018,4,22427.0
09-JUL-2018,5,22966.5
09-JUL-2018,6,25847.0
09-JUL-2018,7,30192.5
09-JUL-2018,8,31814.0
09-JUL-2018,9,31898.5
09-JUL-2018,10,31679.5
09-JUL-2018,11,31698.5
09-JUL-2018,12,32183.5
09-JUL-2018,13,31874.0
09-JUL-2018,14,31588.5
09-JUL-2018,15,31738.0
09-JUL-2018,16,32753.5
09-JUL-2018,17,33690.0
09-JUL-2018,18,33690.0
09-JUL-2018,19,33313.5
09-JUL-2018,20,32513.5
09-JUL-2018,21,31349.0
09-JUL-2018,22,29626.5
09-JUL-2018,23,26250.5
10-JUL-2018,0,24485.0
10-JUL-2018,1,23910.0
10-JUL-2018,2,23211.5
10-JUL-2018,3,23002.5
10-JUL-2018,4,23056.0
10-JUL-2018,5,23625.0
10-JUL-2018,6,26249.0
10-JUL-2018,7,30327.0
10-JUL-2018,8,31899.0
10-JUL-2018,9,31921.5
10-JUL-2018,10,31374.5
10-JUL-2018,11,31166.5
10-JUL-2018,12,30838.0
10-JUL-2018,13,30175.0
10-JUL-2018,14,29690.5
10-JUL-2018,15,30030.0
10-JUL-2018,16,31608.0
10-JUL-2018,17,32817.0
10-JUL-2018,18,33427.0
10-JUL-2018,19,33360.5
10-JUL-2018,20,32147.0
10-JUL-2018,21,31296.5
10-JUL-2018,22,29552.5
10-JUL-2018,23,26410.0
11-JUL-2018,0,24116.0
11-JUL-2018,1,23370.0
11-JUL-2018,2,23003.0
11-JUL-2018,3,23003.0
11-JUL-2018,4,23031.5
11-JUL-2018,5,23150.5
11-JUL-2018,6,26392.5
11-JUL-2018,7,30724.5
11-JUL-2018,8,32223.5
11-JUL-2018,9,32435.5
11-JUL-2018,10,31942.5
11-JUL-2018,11,31778.5
11-JUL-2018,12,31721.5
11-JUL-2018,13,31412.5
11-JUL-2018,14,31326.5
11-JUL-2018,15,31512.5
11-JUL-2018,16,32581.0
11-JUL-2018,17,33468.0
11-JUL-2018,18,33594.0
11-JUL-2018,19,31917.0
11-JUL-2018,20,30506.0
11-JUL-2018,21,29951.0
11-JUL-2018,22,30158.5
11-JUL-2018,23,26653.0
12-JUL-2018,0,24329.0
12-JUL-2018,1,23652.5
12-JUL-2018,2,23138.0
12-JUL-2018,3,22868.0
12-JUL-2018,4,23111.0
12-JUL-2018,5,23309.0
12-JUL-2018,6,26328.5
12-JUL-2018,7,30864.0
12-JUL-2018,8,32399.0
12-JUL-2018,9,32665.0
12-JUL-2018,10,32038.0
12-JUL-2018,11,31636.5
12-JUL-2018,12,31613.5
12-JUL-2018,13,30844.0
12-JUL-2018,14,30544.5
12-JUL-2018,15,30785.5
12-JUL-2018,16,32258.0
12-JUL-2018,17,33076.0
12-JUL-2018,18,33025.5
12-JUL-2018,19,32950.5
12-JUL-2018,20,32548.0
12-JUL-2018,21,31821.5
12-JUL-2018,22,30165.0
12-JUL-2018,23,26737.5
13-JUL-2018,0,24456.5
13-JUL-2018,1,23896.0
13-JUL-2018,2,23544.0
13-JUL-2018,3,23312.0
13-JUL-2018,4,23243.5
13-JUL-2018,5,23607.0
13-JUL-2018,6,26306.0
13-JUL-2018,7,30709.0
13-JUL-2018,8,32700.0
13-JUL-2018,9,32755.5
13-JUL-2018,10,32078.5
13-JUL-2018,11,31603.5
13-JUL-2018,12,31026.0
13-JUL-2018,13,30563.0
13-JUL-2018,14,30558.5
13-JUL-2018,15,30691.0
13-JUL-2018,16,31493.0
13-JUL-2018,17,32562.5
13-JUL-2018,18,32566.5
13-JUL-2018,19,32060.5
13-JUL-2018,20,31350.5
13-JUL-2018,21,30551.5
13-JUL-2018,22,29483.0
13-JUL-2018,23,26561.5
14-JUL-2018,0,24442.0
14-JUL-2018,1,23311.0
14-JUL-2018,2,22573.5
14-JUL-2018,3,22535.5
14-JUL-2018,4,22129.0
14-JUL-2018,5,21774.5
14-JUL-2018,6,22814.0
14-JUL-2018,7,23826.0
14-JUL-2018,8,25616.0
14-JUL-2018,9,26258.0
14-JUL-2018,10,25939.5
14-JUL-2018,11,25602.0
14-JUL-2018,12,24998.0
14-JUL-2018,13,24147.0
14-JUL-2018,14,23510.5
14-JUL-2018,15,23820.5
14-JUL-2018,16,24964.0
14-JUL-2018,17,26779.5
14-JUL-2018,18,27899.0
14-JUL-2018,19,28307.0
14-JUL-2018,20,28157.5
14-JUL-2018,21,28039.0
14-JUL-2018,22,27419.0
14-JUL-2018,23,24922.5
15-JUL-2018,0,22881.0
15-JUL-2018,1,22485.5
15-JUL-2018,2,21669.0
15-JUL-2018,3,21091.0
15-JUL-2018,4,20854.0
15-JUL-2018,5,20390.0
15-JUL-2018,6,21093.5
15-JUL-2018,7,21714.5
15-JUL-2018,8,22345.5
15-JUL-2018,9,23334.0
15-JUL-2018,10,23578.5
15-JUL-2018,11,23472.0
15-JUL-2018,12,23335.5
15-JUL-2018,13,22909.5
15-JUL-2018,14,22534.0
15-JUL-2018,15,23146.0
15-JUL-2018,16,24680.0
15-JUL-2018,17,26561.0
15-JUL-2018,18,28242.5
15-JUL-2018,19,29154.0
15-JUL-2018,20,29056.0
15-JUL-2018,21,28778.0
15-JUL-2018,22,27928.0
15-JUL-2018,23,24968.0
16-JUL-2018,0,23351.0
16-JUL-2018,1,22858.5
16-JUL-2018,2,22310.5
16-JUL-2018,3,22184.5
16-JUL-2018,4,22144.5
16-JUL-2018,5,22550.0
16-JUL-2018,6,25509.0
16-JUL-2018,7,29957.0
16-JUL-2018,8,31917.0
16-JUL-2018,9,32531.5
16-JUL-2018,10,32170.0
16-JUL-2018,11,32058.0
16-JUL-2018,12,32091.5
16-JUL-2018,13,32126.0
16-JUL-2018,14,31912.5
16-JUL-2018,15,31790.5
16-JUL-2018,16,33059.5
16-JUL-2018,17,34060.0
16-JUL-2018,18,33662.0
16-JUL-2018,19,33131.5
16-JUL-2018,20,32637.0
16-JUL-2018,21,31634.0
16-JUL-2018,22,29800.5
16-JUL-2018,23,26255.0
17-JUL-2018,0,24313.5
17-JUL-2018,1,23474.5
17-JUL-2018,2,23272.0
17-JUL-2018,3,22873.0
17-JUL-2018,4,22965.5
17-JUL-2018,5,23213.5
17-JUL-2018,6,26041.0
17-JUL-2018,7,29933.5
17-JUL-2018,8,31435.5
17-JUL-2018,9,31818.5
17-JUL-2018,10,31699.5
17-JUL-2018,11,32060.5
17-JUL-2018,12,32550.5
17-JUL-2018,13,31802.0
17-JUL-2018,14,31408.0
17-JUL-2018,15,31504.0
17-JUL-2018,16,32885.5
17-JUL-2018,17,33539.0
17-JUL-2018,18,33374.0
17-JUL-2018,19,33002.0
17-JUL-2018,20,32188.5
17-JUL-2018,21,31568.0
17-JUL-2018,22,29710.5
17-JUL-2018,23,26172.0
18-JUL-2018,0,24273.5
18-JUL-2018,1,23723.5
18-JUL-2018,2,23400.5
18-JUL-2018,3,23136.5
18-JUL-2018,4,23251.5
18-JUL-2018,5,23359.0
18-JUL-2018,6,26240.5
18-JUL-2018,7,30476.0
18-JUL-2018,8,32155.0
18-JUL-2018,9,32197.0
18-JUL-2018,10,31956.5
18-JUL-2018,11,32292.0
18-JUL-2018,12,32292.0
18-JUL-2018,13,31969.5
18-JUL-2018,14,31967.5
18-JUL-2018,15,32253.5
18-JUL-2018,16,33412.5
18-JUL-2018,17,34120.5
18-JUL-2018,18,33919.5
18-JUL-2018,19,33266.0
18-JUL-2018,20,32504.0
18-JUL-2018,21,31852.5
18-JUL-2018,22,29852.0
18-JUL-2018,23,26423.0
19-JUL-2018,0,24689.5
19-JUL-2018,1,23867.5
19-JUL-2018,2,23193.5
19-JUL-2018,3,23350.5
19-JUL-2018,4,23256.0
19-JUL-2018,5,23665.5
19-JUL-2018,6,26092.5
19-JUL-2018,7,30250.0
19-JUL-2018,8,31888.0
19-JUL-2018,9,31658.0
19-JUL-2018,10,31042.5
19-JUL-2018,11,30829.0
19-JUL-2018,12,30882.0
19-JUL-2018,13,30518.0
19-JUL-2018,14,30422.5
19-JUL-2018,15,30818.5
19-JUL-2018,16,31878.5
19-JUL-2018,17,32694.0
19-JUL-2018,18,32867.5
19-JUL-2018,19,32774.5
19-JUL-2018,20,32057.0
19-JUL-2018,21,31297.5
19-JUL-2018,22,29550.5
19-JUL-2018,23,26006.5
20-JUL-2018,0,24248.0
20-JUL-2018,1,23549.5
20-JUL-2018,2,22950.5
20-JUL-2018,3,22591.5
20-JUL-2018,4,22712.5
20-JUL-2018,5,23230.0
20-JUL-2018,6,25567.5
20-JUL-2018,7,29772.5
20-JUL-2018,8,31422.0
20-JUL-2018,9,31695.5
20-JUL-2018,10,31632.0
20-JUL-2018,11,31429.5
20-JUL-2018,12,31365.5
20-JUL-2018,13,30983.5
20-JUL-2018,14,30920.5
20-JUL-2018,15,31188.0
20-JUL-2018,16,32107.0
20-JUL-2018,17,33189.5
20-JUL-2018,18,32903.5
20-JUL-2018,19,32165.5
20-JUL-2018,20,31192.0
20-JUL-2018,21,30410.0
20-JUL-2018,22,28775.0
20-JUL-2018,23,25687.5
21-JUL-2018,0,23511.5
21-JUL-2018,1,22734.0
21-JUL-2018,2,22554.0
21-JUL-2018,3,22166.0
21-JUL-2018,4,21977.5
21-JUL-2018,5,21996.0
21-JUL-2018,6,22503.5
21-JUL-2018,7,24154.5
21-JUL-2018,8,26134.5
21-JUL-2018,9,26866.5
21-JUL-2018,10,26855.0
21-JUL-2018,11,26393.5
21-JUL-2018,12,25987.5
21-JUL-2018,13,25416.5
21-JUL-2018,14,25000.0
21-JUL-2018,15,25181.0
21-JUL-2018,16,26266.0
21-JUL-2018,17,27754.5
21-JUL-2018,18,28208.0
21-JUL-2018,19,28016.5
21-JUL-2018,20,27511.0
21-JUL-2018,21,27389.5
21-JUL-2018,22,26642.5
21-JUL-2018,23,24417.5
22-JUL-2018,0,22293.5
22-JUL-2018,1,20899.0
22-JUL-2018,2,20769.0
22-JUL-2018,3,20881.5
22-JUL-2018,4,20591.0
22-JUL-2018,5,20183.5
22-JUL-2018,6,20552.0
22-JUL-2018,7,21357.5
22-JUL-2018,8,22859.5
22-JUL-2018,9,24244.5
22-JUL-2018,10,24572.0
22-JUL-2018,11,24629.0
22-JUL-2018,12,24705.5
22-JUL-2018,13,23942.0
22-JUL-2018,14,23453.5
22-JUL-2018,15,23873.0
22-JUL-2018,16,25392.0
22-JUL-2018,17,27161.5
22-JUL-2018,18,28304.5
22-JUL-2018,19,28930.0
22-JUL-2018,20,28967.0
22-JUL-2018,21,28759.5
22-JUL-2018,22,27905.0
22-JUL-2018,23,24906.5
23-JUL-2018,0,22867.0
23-JUL-2018,1,22011.0
23-JUL-2018,2,21985.0
23-JUL-2018,3,21854.0
23-JUL-2018,4,22001.5
23-JUL-2018,5,21791.5
23-JUL-2018,6,25164.5
23-JUL-2018,7,29277.5
23-JUL-2018,8,31622.0
23-JUL-2018,9,32420.0
23-JUL-2018,10,31880.0
23-JUL-2018,11,31624.5
23-JUL-2018,12,31501.5
23-JUL-2018,13,31412.5
23-JUL-2018,14,31296.5
23-JUL-2018,15,31869.5
23-JUL-2018,16,32762.0
23-JUL-2018,17,33772.5
23-JUL-2018,18,33918.0
23-JUL-2018,19,33687.0
23-JUL-2018,20,32953.5
23-JUL-2018,21,32087.0
23-JUL-2018,22,30062.5
23-JUL-2018,23,26491.0
24-JUL-2018,0,24596.0
24-JUL-2018,1,24049.5
24-JUL-2018,2,23585.0
24-JUL-2018,3,23375.5
24-JUL-2018,4,23321.5
24-JUL-2018,5,23389.5
24-JUL-2018,6,25916.0
24-JUL-2018,7,29655.0
24-JUL-2018,8,31924.0
24-JUL-2018,9,32306.0
24-JUL-2018,10,31861.0
24-JUL-2018,11,31537.5
24-JUL-2018,12,31330.5
24-JUL-2018,13,31283.5
24-JUL-2018,14,31447.0
24-JUL-2018,15,31778.0
24-JUL-2018,16,32425.0
24-JUL-2018,17,33469.0
24-JUL-2018,18,33783.5
24-JUL-2018,19,33334.5
24-JUL-2018,20,32591.0
24-JUL-2018,21,32163.0
24-JUL-2018,22,30422.0
24-JUL-2018,23,26924.0
25-JUL-2018,0,24293.0
25-JUL-2018,1,23730.5
25-JUL-2018,2,23083.0
25-JUL-2018,3,22705.5
25-JUL-2018,4,22596.0
25-JUL-2018,5,22193.0
25-JUL-2018,6,25471.0
25-JUL-2018,7,29245.0
25-JUL-2018,8,31033.0
25-JUL-2018,9,31476.5
25-JUL-2018,10,30662.5
25-JUL-2018,11,30160.5
25-JUL-2018,12,29899.0
25-JUL-2018,13,29505.5
25-JUL-2018,14,29378.0
25-JUL-2018,15,29948.0
25-JUL-2018,16,31080.5
25-JUL-2018,17,32593.5
25-JUL-2018,18,32989.0
25-JUL-2018,19,32671.5
25-JUL-2018,20,32012.5
25-JUL-2018,21,31740.5
25-JUL-2018,22,30191.5
25-JUL-2018,23,26760.0
26-JUL-2018,0,24421.5
26-JUL-2018,1,24003.0
26-JUL-2018,2,23549.0
26-JUL-2018,3,23085.5
26-JUL-2018,4,23108.0
26-JUL-2018,5,23170.5
26-JUL-2018,6,25397.0
26-JUL-2018,7,29034.0
26-JUL-2018,8,30946.0
26-JUL-2018,9,31292.0
26-JUL-2018,10,30741.5
26-JUL-2018,11,30805.0
26-JUL-2018,12,30825.5
26-JUL-2018,13,30855.0
26-JUL-2018,14,30731.5
26-JUL-2018,15,31349.5
26-JUL-2018,16,31854.5
26-JUL-2018,17,33002.0
26-JUL-2018,18,33292.0
26-JUL-2018,19,33114.0
26-JUL-2018,20,32337.0
26-JUL-2018,21,32060.5
26-JUL-2018,22,30298.5
26-JUL-2018,23,26855.0
27-JUL-2018,0,25178.0
27-JUL-2018,1,24438.0
27-JUL-2018,2,23714.0
27-JUL-2018,3,23512.5
27-JUL-2018,4,23583.0
27-JUL-2018,5,23958.5
27-JUL-2018,6,25693.0
27-JUL-2018,7,29348.0
27-JUL-2018,8,31371.5
27-JUL-2018,9,31813.0
27-JUL-2018,10,31674.5
27-JUL-2018,11,31363.0
27-JUL-2018,12,31484.0
27-JUL-2018,13,30999.5
27-JUL-2018,14,30959.0
27-JUL-2018,15,31566.5
27-JUL-2018,16,32568.0
27-JUL-2018,17,33488.0
27-JUL-2018,18,33197.0
27-JUL-2018,19,32204.0
27-JUL-2018,20,31165.5
27-JUL-2018,21,30488.5
27-JUL-2018,22,28332.5
27-JUL-2018,23,24950.5
28-JUL-2018,0,22682.5
28-JUL-2018,1,22235.5
28-JUL-2018,2,21612.5
28-JUL-2018,3,21229.5
28-JUL-2018,4,21219.0
28-JUL-2018,5,20940.5
28-JUL-2018,6,21461.0
28-JUL-2018,7,22085.5
28-JUL-2018,8,23203.5
28-JUL-2018,9,23359.0
28-JUL-2018,10,22788.0
28-JUL-2018,11,21762.0
28-JUL-2018,12,20786.0
28-JUL-2018,13,20133.5
28-JUL-2018,14,20750.5
28-JUL-2018,15,21145.5
28-JUL-2018,16,22174.0
28-JUL-2018,17,23313.5
28-JUL-2018,18,23661.5
28-JUL-2018,19,23811.5
28-JUL-2018,20,23689.5
28-JUL-2018,21,24142.0
28-JUL-2018,22,23346.5
28-JUL-2018,23,21473.0
29-JUL-2018,0,19623.0
29-JUL-2018,1,19214.0
29-JUL-2018,2,18708.5
29-JUL-2018,3,18562.5
29-JUL-2018,4,18708.0
29-JUL-2018,5,18395.5
29-JUL-2018,6,18968.5
29-JUL-2018,7,20356.0
29-JUL-2018,8,21368.0
29-JUL-2018,9,23309.5
29-JUL-2018,10,25049.0
29-JUL-2018,11,26040.0
29-JUL-2018,12,26213.5
29-JUL-2018,13,25825.0
29-JUL-2018,14,25579.0
29-JUL-2018,15,25608.5
29-JUL-2018,16,26286.5
29-JUL-2018,17,27201.0
29-JUL-2018,18,27428.5
29-JUL-2018,19,27181.5
29-JUL-2018,20,26950.5
29-JUL-2018,21,27126.5
29-JUL-2018,22,25742.0
29-JUL-2018,23,23354.0
30-JUL-2018,0,21522.5
30-JUL-2018,1,21114.0
30-JUL-2018,2,20887.5
30-JUL-2018,3,20559.5
30-JUL-2018,4,20289.0
30-JUL-2018,5,21035.0
30-JUL-2018,6,23828.0
30-JUL-2018,7,27531.5
30-JUL-2018,8,30268.0
30-JUL-2018,9,31054.0
30-JUL-2018,10,30757.0
30-JUL-2018,11,30767.5
30-JUL-2018,12,30642.5
30-JUL-2018,13,29826.5
30-JUL-2018,14,29431.0
30-JUL-2018,15,29670.0
30-JUL-2018,16,30505.5
30-JUL-2018,17,31782.5
30-JUL-2018,18,31941.5
30-JUL-2018,19,31661.5
30-JUL-2018,20,31155.5
30-JUL-2018,21,30496.5
30-JUL-2018,22,28084.0
30-JUL-2018,23,24828.5
31-JUL-2018,0,23411.0
31-JUL-2018,1,22529.0
31-JUL-2018,2,21799.5
31-JUL-2018,3,21601.0
31-JUL-2018,4,21544.5
31-JUL-2018,5,22401.0
31-JUL-2018,6,24491.5
31-JUL-2018,7,27589.0
31-JUL-2018,8,28886.0
31-JUL-2018,9,28253.5
31-JUL-2018,10,27088.0
31-JUL-2018,11,26682.5
31-JUL-2018,12,26746.5
31-JUL-2018,13,26305.0
31-JUL-2018,14,26183.0
31-JUL-2018,15,26823.0
31-JUL-2018,16,28393.5
31-JUL-2018,17,30029.0
31-JUL-2018,18,30699.5
31-JUL-2018,19,30303.5
31-JUL-2018,20,29858.5
31-JUL-2018,21,29594.0
31-JUL-2018,22,27223.0
31-JUL-2018,23,23863.5
01-AUG-2018,0,21893.0
01-AUG-2018,1,21441.0
01-AUG-2018,2,20970.0
01-AUG-2018,3,20873.0
01-AUG-2018,4,20932.0
01-AUG-2018,5,21381.0
01-AUG-2018,6,23821.0
01-AUG-2018,7,27067.0
01-AUG-2018,8,29152.5
01-AUG-2018,9,29355.0
01-AUG-2018,10,28820.5
01-AUG-2018,11,28299.5
01-AUG-2018,12,28110.5
01-AUG-2018,13,27859.0
01-AUG-2018,14,27805.5
01-AUG-2018,15,28167.5
01-AUG-2018,16,29362.5
01-AUG-2018,17,30644.5
01-AUG-2018,18,31346.0
01-AUG-2018,19,31363.0
01-AUG-2018,20,30604.5
01-AUG-2018,21,30112.5
01-AUG-2018,22,27532.5
01-AUG-2018,23,23927.0
02-AUG-2018,0,22312.5
02-AUG-2018,1,21602.5
02-AUG-2018,2,21317.5
02-AUG-2018,3,21153.5
02-AUG-2018,4,21302.5
02-AUG-2018,5,21886.5
02-AUG-2018,6,24241.5
02-AUG-2018,7,27837.5
02-AUG-2018,8,29990.0
02-AUG-2018,9,30433.0
02-AUG-2018,10,29938.5
02-AUG-2018,11,29935.5
02-AUG-2018,12,29846.5
02-AUG-2018,13,29730.0
02-AUG-2018,14,29897.5
02-AUG-2018,15,30337.0
02-AUG-2018,16,31450.0
02-AUG-2018,17,32740.0
02-AUG-2018,18,33364.0
02-AUG-2018,19,33333.5
02-AUG-2018,20,32575.5
02-AUG-2018,21,32324.5
02-AUG-2018,22,29881.5
02-AUG-2018,23,26227.5
03-AUG-2018,0,24620.5
03-AUG-2018,1,23750.0
03-AUG-2018,2,23304.5
03-AUG-2018,3,23064.0
03-AUG-2018,4,22928.0
03-AUG-2018,5,22847.0
03-AUG-2018,6,25360.5
03-AUG-2018,7,29025.0
03-AUG-2018,8,31707.5
03-AUG-2018,9,32418.5
03-AUG-2018,10,31965.5
03-AUG-2018,11,31761.5
03-AUG-2018,12,31971.5
03-AUG-2018,13,31277.0
03-AUG-2018,14,30998.0
03-AUG-2018,15,31792.5
03-AUG-2018,16,31954.5
03-AUG-2018,17,32824.0
03-AUG-2018,18,32992.0
03-AUG-2018,19,32316.5
03-AUG-2018,20,31370.5
03-AUG-2018,21,30965.0
03-AUG-2018,22,28841.0
03-AUG-2018,23,25857.0
04-AUG-2018,0,23504.0
04-AUG-2018,1,22864.5
04-AUG-2018,2,22421.0
04-AUG-2018,3,22246.5
04-AUG-2018,4,22088.0
04-AUG-2018,5,21727.5
04-AUG-2018,6,22058.0
04-AUG-2018,7,23813.0
04-AUG-2018,8,25848.5
04-AUG-2018,9,26498.0
04-AUG-2018,10,26137.0
04-AUG-2018,11,25431.5
04-AUG-2018,12,24808.5
04-AUG-2018,13,23795.5
04-AUG-2018,14,22961.0
04-AUG-2018,15,23061.5
04-AUG-2018,16,24285.5
04-AUG-2018,17,26498.0
04-AUG-2018,18,27604.5
04-AUG-2018,19,27964.5
04-AUG-2018,20,27783.0
04-AUG-2018,21,28198.5
04-AUG-2018,22,26957.5
04-AUG-2018,23,24500.5
05-AUG-2018,0,22580.0
05-AUG-2018,1,21728.0
05-AUG-2018,2,21242.0
05-AUG-2018,3,21340.5
05-AUG-2018,4,21170.0
05-AUG-2018,5,20880.5
05-AUG-2018,6,21246.0
05-AUG-2018,7,21246.0
05-AUG-2018,8,22485.5
05-AUG-2018,9,23190.0
05-AUG-2018,10,23172.0
05-AUG-2018,11,23062.5
05-AUG-2018,12,22983.5
05-AUG-2018,13,22527.0
05-AUG-2018,14,22292.0
05-AUG-2018,15,22713.5
