Day,HR,Demand (MW)
01-JAN-2013,0,33080.5
01-JAN-2013,1,32467.0
01-JAN-2013,2,30379.5
01-JAN-2013,3,28211.5
01-JAN-2013,4,26627.0
01-JAN-2013,5,25977.5
01-JAN-2013,6,26353.0
01-JAN-2013,7,25920.5
01-JAN-2013,8,26415.5
01-JAN-2013,9,28906.5
01-JAN-2013,10,31522.0
01-JAN-2013,11,33495.5
01-JAN-2013,12,34769.0
01-JAN-2013,13,34958.0
01-JAN-2013,14,35274.0
01-JAN-2013,15,36231.5
01-JAN-2013,16,40353.5
01-JAN-2013,17,42481.0
01-JAN-2013,18,41431.5
01-JAN-2013,19,39795.0
01-JAN-2013,20,37771.5
01-JAN-2013,21,35590.0
01-JAN-2013,22,32997.5
01-JAN-2013,23,30947.5
02-JAN-2013,0,30810.5
02-JAN-2013,1,30448.5
02-JAN-2013,2,29709.0
02-JAN-2013,3,28750.0
02-JAN-2013,4,27957.5
02-JAN-2013,5,28588.5
02-JAN-2013,6,31697.5
02-JAN-2013,7,36722.0
02-JAN-2013,8,39788.0
02-JAN-2013,9,42413.5
02-JAN-2013,10,44052.5
02-JAN-2013,11,45172.5
02-JAN-2013,12,45767.5
02-JAN-2013,13,45689.0
02-JAN-2013,14,45537.0
02-JAN-2013,15,45825.0
02-JAN-2013,16,48852.0
02-JAN-2013,17,50383.0
02-JAN-2013,18,48921.0
02-JAN-2013,19,46208.5
02-JAN-2013,20,43266.0
02-JAN-2013,21,39857.5
02-JAN-2013,22,36397.0
02-JAN-2013,23,33467.0
03-JAN-2013,0,32911.5
03-JAN-2013,1,32151.0
03-JAN-2013,2,30963.0
03-JAN-2013,3,29568.5
03-JAN-2013,4,28495.0
03-JAN-2013,5,29074.5
03-JAN-2013,6,33110.5
03-JAN-2013,7,36912.5
03-JAN-2013,8,40239.5
03-JAN-2013,9,42369.5
03-JAN-2013,10,43383.5
03-JAN-2013,11,44146.0
03-JAN-2013,12,44678.5
03-JAN-2013,13,44679.0
03-JAN-2013,14,44721.0
03-JAN-2013,15,45351.0
03-JAN-2013,16,48949.5
03-JAN-2013,17,50641.0
03-JAN-2013,18,49304.0
03-JAN-2013,19,46435.0
03-JAN-2013,20,43412.5
03-JAN-2013,21,39961.5
03-JAN-2013,22,36406.5
03-JAN-2013,23,33799.0
04-JAN-2013,0,33115.0
04-JAN-2013,1,32137.0
04-JAN-2013,2,30999.5
04-JAN-2013,3,29846.5
04-JAN-2013,4,28959.0
04-JAN-2013,5,29553.0
04-JAN-2013,6,32882.0
04-JAN-2013,7,37342.0
04-JAN-2013,8,40926.0
04-JAN-2013,9,42994.0
04-JAN-2013,10,43787.0
04-JAN-2013,11,44100.0
04-JAN-2013,12,44202.5
04-JAN-2013,13,43802.5
04-JAN-2013,14,43618.0
04-JAN-2013,15,43942.5
04-JAN-2013,16,47383.5
04-JAN-2013,17,49073.0
04-JAN-2013,18,48014.0
04-JAN-2013,19,45212.0
04-JAN-2013,20,42159.0
04-JAN-2013,21,39075.5
04-JAN-2013,22,35922.5
04-JAN-2013,23,33343.0
05-JAN-2013,0,32759.5
05-JAN-2013,1,31861.0
05-JAN-2013,2,30475.0
05-JAN-2013,3,29064.5
05-JAN-2013,4,28175.0
05-JAN-2013,5,28118.5
05-JAN-2013,6,29557.5
05-JAN-2013,7,30700.0
05-JAN-2013,8,33471.0
05-JAN-2013,9,36638.5
05-JAN-2013,10,38210.0
05-JAN-2013,11,38892.0
05-JAN-2013,12,39028.5
05-JAN-2013,13,38470.5
05-JAN-2013,14,38157.5
05-JAN-2013,15,38701.5
05-JAN-2013,16,42472.5
05-JAN-2013,17,45067.5
05-JAN-2013,18,44033.0
05-JAN-2013,19,41640.0
05-JAN-2013,20,39122.5
05-JAN-2013,21,36515.5
05-JAN-2013,22,34238.0
05-JAN-2013,23,32555.5
06-JAN-2013,0,32072.0
06-JAN-2013,1,31214.0
06-JAN-2013,2,29659.0
06-JAN-2013,3,28409.5
06-JAN-2013,4,27474.0
06-JAN-2013,5,27268.5
06-JAN-2013,6,27870.5
06-JAN-2013,7,28203.5
06-JAN-2013,8,30121.0
06-JAN-2013,9,33739.5
06-JAN-2013,10,36891.0
06-JAN-2013,11,38903.0
06-JAN-2013,12,40140.0
06-JAN-2013,13,40088.0
06-JAN-2013,14,39924.0
06-JAN-2013,15,40746.5
06-JAN-2013,16,44479.0
06-JAN-2013,17,46138.5
06-JAN-2013,18,44517.5
06-JAN-2013,19,42212.0
06-JAN-2013,20,40121.0
06-JAN-2013,21,37100.5
06-JAN-2013,22,33936.0
06-JAN-2013,23,31421.5
07-JAN-2013,0,31172.5
07-JAN-2013,1,30870.0
07-JAN-2013,2,29787.5
07-JAN-2013,3,28813.0
07-JAN-2013,4,28161.5
07-JAN-2013,5,29159.5
07-JAN-2013,6,34074.0
07-JAN-2013,7,40932.5
07-JAN-2013,8,43833.0
07-JAN-2013,9,45217.5
07-JAN-2013,10,45697.0
07-JAN-2013,11,46206.0
07-JAN-2013,12,46298.0
07-JAN-2013,13,46186.0
07-JAN-2013,14,46169.5
07-JAN-2013,15,46975.5
07-JAN-2013,16,50351.5
07-JAN-2013,17,51976.0
07-JAN-2013,18,50442.5
07-JAN-2013,19,47801.5
07-JAN-2013,20,44663.0
07-JAN-2013,21,40862.5
07-JAN-2013,22,36580.5
07-JAN-2013,23,33437.0
08-JAN-2013,0,33002.0
08-JAN-2013,1,32435.0
08-JAN-2013,2,31261.0
08-JAN-2013,3,30446.0
08-JAN-2013,4,29685.5
08-JAN-2013,5,31320.0
08-JAN-2013,6,36185.5
08-JAN-2013,7,42650.0
08-JAN-2013,8,44193.5
08-JAN-2013,9,44717.5
08-JAN-2013,10,44769.5
08-JAN-2013,11,45151.0
08-JAN-2013,12,45420.0
08-JAN-2013,13,45488.0
08-JAN-2013,14,45539.5
08-JAN-2013,15,46236.5
08-JAN-2013,16,50492.5
08-JAN-2013,17,52051.0
08-JAN-2013,18,50636.0
08-JAN-2013,19,47986.5
08-JAN-2013,20,44999.0
08-JAN-2013,21,41271.5
08-JAN-2013,22,37183.5
08-JAN-2013,23,33435.5
09-JAN-2013,0,33518.0
09-JAN-2013,1,33224.5
09-JAN-2013,2,32336.0
09-JAN-2013,3,31403.5
09-JAN-2013,4,30780.5
09-JAN-2013,5,32142.0
09-JAN-2013,6,36583.0
09-JAN-2013,7,42871.0
09-JAN-2013,8,44887.0
09-JAN-2013,9,45673.5
09-JAN-2013,10,45746.0
09-JAN-2013,11,45870.0
09-JAN-2013,12,45752.0
09-JAN-2013,13,45324.5
09-JAN-2013,14,45181.5
09-JAN-2013,15,45561.5
09-JAN-2013,16,49694.5
09-JAN-2013,17,52323.0
09-JAN-2013,18,51602.5
09-JAN-2013,19,49040.0
09-JAN-2013,20,46428.0
09-JAN-2013,21,42464.0
09-JAN-2013,22,38379.5
09-JAN-2013,23,34491.0
10-JAN-2013,0,34661.5
10-JAN-2013,1,34416.0
10-JAN-2013,2,33682.0
10-JAN-2013,3,33072.5
10-JAN-2013,4,32218.5
10-JAN-2013,5,32692.5
10-JAN-2013,6,37239.5
10-JAN-2013,7,44555.0
10-JAN-2013,8,46743.0
10-JAN-2013,9,47778.0
10-JAN-2013,10,48186.5
10-JAN-2013,11,48472.5
10-JAN-2013,12,48809.5
10-JAN-2013,13,48519.0
10-JAN-2013,14,48543.5
10-JAN-2013,15,48919.5
10-JAN-2013,16,52274.5
10-JAN-2013,17,53460.5
10-JAN-2013,18,53003.0
10-JAN-2013,19,50633.5
10-JAN-2013,20,47510.5
10-JAN-2013,21,43547.5
10-JAN-2013,22,39296.5
10-JAN-2013,23,35951.5
11-JAN-2013,0,35067.5
11-JAN-2013,1,34890.5
11-JAN-2013,2,34271.0
11-JAN-2013,3,33275.0
11-JAN-2013,4,32424.5
11-JAN-2013,5,32965.0
11-JAN-2013,6,38238.5
11-JAN-2013,7,44821.0
11-JAN-2013,8,46774.0
11-JAN-2013,9,47860.0
11-JAN-2013,10,48003.5
11-JAN-2013,11,47871.0
11-JAN-2013,12,47695.5
11-JAN-2013,13,47113.5
11-JAN-2013,14,46740.5
11-JAN-2013,15,46714.5
11-JAN-2013,16,50657.0
11-JAN-2013,17,52988.5
11-JAN-2013,18,51597.5
11-JAN-2013,19,48949.0
11-JAN-2013,20,45732.5
11-JAN-2013,21,41996.5
11-JAN-2013,22,38580.0
11-JAN-2013,23,35375.5
12-JAN-2013,0,35024.5
12-JAN-2013,1,33867.5
12-JAN-2013,2,32819.0
12-JAN-2013,3,31761.5
12-JAN-2013,4,30320.5
12-JAN-2013,5,30191.0
12-JAN-2013,6,31421.5
12-JAN-2013,7,33691.5
12-JAN-2013,8,37289.0
12-JAN-2013,9,41058.0
12-JAN-2013,10,42432.0
12-JAN-2013,11,43237.5
12-JAN-2013,12,43592.5
12-JAN-2013,13,43007.0
12-JAN-2013,14,42584.5
12-JAN-2013,15,42778.5
12-JAN-2013,16,45915.5
12-JAN-2013,17,48838.0
12-JAN-2013,18,47933.5
12-JAN-2013,19,45340.0
12-JAN-2013,20,42674.0
12-JAN-2013,21,39928.5
12-JAN-2013,22,37527.5
12-JAN-2013,23,35228.5
13-JAN-2013,0,34991.5
13-JAN-2013,1,34289.5
13-JAN-2013,2,33108.5
13-JAN-2013,3,32513.0
13-JAN-2013,4,31376.0
13-JAN-2013,5,30815.0
13-JAN-2013,6,31133.5
13-JAN-2013,7,31471.5
13-JAN-2013,8,34247.0
13-JAN-2013,9,38864.0
13-JAN-2013,10,41627.5
13-JAN-2013,11,42754.0
13-JAN-2013,12,43771.0
13-JAN-2013,13,43702.5
13-JAN-2013,14,43564.5
13-JAN-2013,15,44453.0
13-JAN-2013,16,48028.0
13-JAN-2013,17,50423.0
13-JAN-2013,18,48945.0
13-JAN-2013,19,46881.0
13-JAN-2013,20,44741.0
13-JAN-2013,21,41504.0
13-JAN-2013,22,37934.5
13-JAN-2013,23,35279.5
14-JAN-2013,0,35095.5
14-JAN-2013,1,34898.5
14-JAN-2013,2,34274.5
14-JAN-2013,3,33691.0
14-JAN-2013,4,32805.5
14-JAN-2013,5,34035.5
14-JAN-2013,6,39063.5
14-JAN-2013,7,45889.0
14-JAN-2013,8,48336.5
14-JAN-2013,9,50226.0
14-JAN-2013,10,50737.0
14-JAN-2013,11,51014.0
14-JAN-2013,12,51533.5
14-JAN-2013,13,51415.0
14-JAN-2013,14,51083.5
14-JAN-2013,15,50763.5
14-JAN-2013,16,53109.5
14-JAN-2013,17,54627.5
14-JAN-2013,18,53936.5
14-JAN-2013,19,51527.0
14-JAN-2013,20,48535.5
14-JAN-2013,21,44707.5
14-JAN-2013,22,40186.5
14-JAN-2013,23,36451.5
15-JAN-2013,0,36420.0
15-JAN-2013,1,35977.5
15-JAN-2013,2,35691.5
15-JAN-2013,3,34875.5
15-JAN-2013,4,34232.0
15-JAN-2013,5,34978.0
15-JAN-2013,6,40804.5
15-JAN-2013,7,47178.5
15-JAN-2013,8,49041.0
15-JAN-2013,9,50088.0
15-JAN-2013,10,50403.5
15-JAN-2013,11,50460.5
15-JAN-2013,12,50432.0
15-JAN-2013,13,49906.5
15-JAN-2013,14,49716.5
15-JAN-2013,15,50241.0
15-JAN-2013,16,53230.5
15-JAN-2013,17,55244.0
15-JAN-2013,18,54902.0
15-JAN-2013,19,53005.5
15-JAN-2013,20,50166.5
15-JAN-2013,21,46225.0
15-JAN-2013,22,41717.5
15-JAN-2013,23,37678.0
16-JAN-2013,0,37569.5
16-JAN-2013,1,37680.0
16-JAN-2013,2,36943.0
16-JAN-2013,3,36226.0
16-JAN-2013,4,35436.0
16-JAN-2013,5,36534.5
16-JAN-2013,6,41820.0
16-JAN-2013,7,49063.5
16-JAN-2013,8,50808.5
16-JAN-2013,9,52014.5
16-JAN-2013,10,52299.0
16-JAN-2013,11,52487.0
16-JAN-2013,12,52416.0
16-JAN-2013,13,51549.5
16-JAN-2013,14,51563.0
16-JAN-2013,15,51994.0
16-JAN-2013,16,54551.0
16-JAN-2013,17,56389.5
16-JAN-2013,18,56214.5
16-JAN-2013,19,54173.5
16-JAN-2013,20,51062.5
16-JAN-2013,21,47332.0
16-JAN-2013,22,43155.0
16-JAN-2013,23,39053.5
17-JAN-2013,0,38890.5
17-JAN-2013,1,38745.0
17-JAN-2013,2,38191.5
17-JAN-2013,3,37650.0
17-JAN-2013,4,37262.5
17-JAN-2013,5,37585.0
17-JAN-2013,6,42070.5
17-JAN-2013,7,48498.0
17-JAN-2013,8,50205.5
17-JAN-2013,9,51522.0
17-JAN-2013,10,51884.5
17-JAN-2013,11,52204.0
17-JAN-2013,12,51836.0
17-JAN-2013,13,51387.0
17-JAN-2013,14,51469.5
17-JAN-2013,15,51674.0
17-JAN-2013,16,54632.5
17-JAN-2013,17,55278.0
17-JAN-2013,18,54920.5
17-JAN-2013,19,52957.5
17-JAN-2013,20,49886.5
17-JAN-2013,21,45811.0
17-JAN-2013,22,41699.5
17-JAN-2013,23,38288.0
18-JAN-2013,0,37741.0
18-JAN-2013,1,37300.5
18-JAN-2013,2,36725.0
18-JAN-2013,3,36245.0
18-JAN-2013,4,35491.0
18-JAN-2013,5,36255.5
18-JAN-2013,6,40912.0
18-JAN-2013,7,47215.0
18-JAN-2013,8,49863.5
18-JAN-2013,9,51779.0
18-JAN-2013,10,52306.0
18-JAN-2013,11,52110.5
18-JAN-2013,12,52574.5
18-JAN-2013,13,51698.5
18-JAN-2013,14,50756.0
18-JAN-2013,15,50651.0
18-JAN-2013,16,52284.0
18-JAN-2013,17,54792.5
18-JAN-2013,18,53243.0
18-JAN-2013,19,50714.5
18-JAN-2013,20,47056.5
18-JAN-2013,21,43268.5
18-JAN-2013,22,40357.5
18-JAN-2013,23,36512.0
19-JAN-2013,0,36525.5
19-JAN-2013,1,36356.5
19-JAN-2013,2,35379.5
19-JAN-2013,3,34506.0
19-JAN-2013,4,33485.0
19-JAN-2013,5,32874.5
19-JAN-2013,6,34246.0
19-JAN-2013,7,35784.0
19-JAN-2013,8,39188.0
19-JAN-2013,9,43856.0
19-JAN-2013,10,45918.5
19-JAN-2013,11,46775.0
19-JAN-2013,12,47112.0
19-JAN-2013,13,46523.0
19-JAN-2013,14,45995.0
19-JAN-2013,15,46021.0
19-JAN-2013,16,48422.5
19-JAN-2013,17,51388.0
19-JAN-2013,18,50048.5
19-JAN-2013,19,46951.0
19-JAN-2013,20,44309.0
19-JAN-2013,21,41314.5
19-JAN-2013,22,38577.0
19-JAN-2013,23,36307.0
20-JAN-2013,0,36388.0
20-JAN-2013,1,35874.5
20-JAN-2013,2,34884.5
20-JAN-2013,3,34118.5
20-JAN-2013,4,32904.5
20-JAN-2013,5,32212.5
20-JAN-2013,6,32394.5
20-JAN-2013,7,32319.0
20-JAN-2013,8,35052.5
20-JAN-2013,9,39961.5
20-JAN-2013,10,43763.0
20-JAN-2013,11,45926.5
20-JAN-2013,12,46872.0
20-JAN-2013,13,46707.5
20-JAN-2013,14,46330.0
20-JAN-2013,15,46214.5
20-JAN-2013,16,48354.5
20-JAN-2013,17,51125.0
20-JAN-2013,18,50367.5
20-JAN-2013,19,47774.0
20-JAN-2013,20,45285.0
20-JAN-2013,21,42390.0
20-JAN-2013,22,38840.0
20-JAN-2013,23,35837.5
21-JAN-2013,0,35901.5
21-JAN-2013,1,35944.0
21-JAN-2013,2,35396.0
21-JAN-2013,3,34742.0
21-JAN-2013,4,33912.0
21-JAN-2013,5,34770.5
21-JAN-2013,6,39051.5
21-JAN-2013,7,45100.0
21-JAN-2013,8,47995.0
21-JAN-2013,9,50672.0
21-JAN-2013,10,51706.5
21-JAN-2013,11,52140.5
21-JAN-2013,12,52398.0
21-JAN-2013,13,51992.5
21-JAN-2013,14,51787.5
21-JAN-2013,15,51595.0
21-JAN-2013,16,53663.0
21-JAN-2013,17,55852.0
21-JAN-2013,18,55208.5
21-JAN-2013,19,52818.5
21-JAN-2013,20,49595.5
21-JAN-2013,21,45814.5
21-JAN-2013,22,41536.5
21-JAN-2013,23,38142.5
22-JAN-2013,0,37770.5
22-JAN-2013,1,37933.0
22-JAN-2013,2,37281.5
22-JAN-2013,3,36541.0
22-JAN-2013,4,36323.0
22-JAN-2013,5,37148.0
22-JAN-2013,6,41519.5
22-JAN-2013,7,48548.5
22-JAN-2013,8,50546.5
22-JAN-2013,9,51951.5
22-JAN-2013,10,52358.0
22-JAN-2013,11,52016.5
22-JAN-2013,12,52121.0
22-JAN-2013,13,51795.5
22-JAN-2013,14,51498.5
22-JAN-2013,15,51577.0
22-JAN-2013,16,53796.0
22-JAN-2013,17,55799.5
22-JAN-2013,18,55296.5
22-JAN-2013,19,53048.5
22-JAN-2013,20,50015.5
22-JAN-2013,21,46039.0
22-JAN-2013,22,41807.0
22-JAN-2013,23,37708.0
23-JAN-2013,0,37434.0
23-JAN-2013,1,37544.5
23-JAN-2013,2,36837.0
23-JAN-2013,3,36517.5
23-JAN-2013,4,35796.5
23-JAN-2013,5,36819.0
23-JAN-2013,6,41027.0
23-JAN-2013,7,48397.0
23-JAN-2013,8,49976.0
23-JAN-2013,9,51320.0
23-JAN-2013,10,52178.0
23-JAN-2013,11,52354.5
23-JAN-2013,12,52504.5
23-JAN-2013,13,52159.0
23-JAN-2013,14,52009.5
23-JAN-2013,15,52116.5
23-JAN-2013,16,54103.0
23-JAN-2013,17,56191.0
23-JAN-2013,18,55646.0
23-JAN-2013,19,53189.0
23-JAN-2013,20,50210.5
23-JAN-2013,21,46177.5
23-JAN-2013,22,41697.5
23-JAN-2013,23,38221.5
24-JAN-2013,0,37616.0
24-JAN-2013,1,37770.0
24-JAN-2013,2,37228.0
24-JAN-2013,3,36384.0
24-JAN-2013,4,35693.5
24-JAN-2013,5,37035.0
24-JAN-2013,6,41400.0
24-JAN-2013,7,47889.5
24-JAN-2013,8,49681.5
24-JAN-2013,9,51001.0
24-JAN-2013,10,51331.0
24-JAN-2013,11,51370.5
24-JAN-2013,12,51365.5
24-JAN-2013,13,50874.5
24-JAN-2013,14,50719.5
24-JAN-2013,15,51182.5
24-JAN-2013,16,53022.0
24-JAN-2013,17,55145.0
24-JAN-2013,18,55116.0
24-JAN-2013,19,52897.0
24-JAN-2013,20,49977.0
24-JAN-2013,21,45982.5
24-JAN-2013,22,41612.5
24-JAN-2013,23,38533.0
25-JAN-2013,0,38005.0
25-JAN-2013,1,37594.0
25-JAN-2013,2,36748.0
25-JAN-2013,3,36306.5
25-JAN-2013,4,35572.0
25-JAN-2013,5,36676.0
25-JAN-2013,6,40585.0
25-JAN-2013,7,47911.5
25-JAN-2013,8,50252.0
25-JAN-2013,9,51589.0
25-JAN-2013,10,52065.0
25-JAN-2013,11,51658.5
25-JAN-2013,12,51410.5
25-JAN-2013,13,50731.5
25-JAN-2013,14,50168.5
25-JAN-2013,15,50011.5
25-JAN-2013,16,52338.0
25-JAN-2013,17,54505.0
25-JAN-2013,18,53391.0
25-JAN-2013,19,50657.5
25-JAN-2013,20,47395.5
25-JAN-2013,21,43878.5
25-JAN-2013,22,40909.5
25-JAN-2013,23,37197.5
26-JAN-2013,0,36658.5
26-JAN-2013,1,36019.0
26-JAN-2013,2,35018.5
26-JAN-2013,3,34459.5
26-JAN-2013,4,33247.0
26-JAN-2013,5,32873.0
26-JAN-2013,6,33924.5
26-JAN-2013,7,35614.5
26-JAN-2013,8,38698.5
26-JAN-2013,9,41994.5
26-JAN-2013,10,43047.0
26-JAN-2013,11,42758.0
26-JAN-2013,12,42564.0
26-JAN-2013,13,41853.0
26-JAN-2013,14,41492.5
26-JAN-2013,15,41664.0
26-JAN-2013,16,44056.5
26-JAN-2013,17,48452.5
26-JAN-2013,18,47512.0
26-JAN-2013,19,44536.5
26-JAN-2013,20,41562.5
26-JAN-2013,21,38524.5
26-JAN-2013,22,35876.0
26-JAN-2013,23,33786.5
27-JAN-2013,0,33206.5
27-JAN-2013,1,32974.0
27-JAN-2013,2,31597.5
27-JAN-2013,3,30398.0
27-JAN-2013,4,29252.0
27-JAN-2013,5,28848.5
27-JAN-2013,6,29171.5
27-JAN-2013,7,29423.0
27-JAN-2013,8,31965.0
27-JAN-2013,9,35863.5
27-JAN-2013,10,38338.5
27-JAN-2013,11,39642.0
27-JAN-2013,12,40199.0
27-JAN-2013,13,39804.5
27-JAN-2013,14,39414.5
27-JAN-2013,15,40021.0
27-JAN-2013,16,42780.0
27-JAN-2013,17,47179.5
27-JAN-2013,18,46728.5
27-JAN-2013,19,44591.0
27-JAN-2013,20,42022.0
27-JAN-2013,21,38925.0
27-JAN-2013,22,35648.0
27-JAN-2013,23,33191.0
28-JAN-2013,0,33059.5
28-JAN-2013,1,32920.0
28-JAN-2013,2,32361.5
28-JAN-2013,3,31604.5
28-JAN-2013,4,30919.0
28-JAN-2013,5,32311.0
28-JAN-2013,6,38314.5
28-JAN-2013,7,44063.0
28-JAN-2013,8,45803.0
28-JAN-2013,9,47169.5
28-JAN-2013,10,47766.0
28-JAN-2013,11,48222.0
28-JAN-2013,12,48838.0
28-JAN-2013,13,48808.0
28-JAN-2013,14,48690.5
28-JAN-2013,15,48829.0
28-JAN-2013,16,51395.0
28-JAN-2013,17,53519.0
28-JAN-2013,18,52313.0
28-JAN-2013,19,49404.0
28-JAN-2013,20,46031.0
28-JAN-2013,21,42002.5
28-JAN-2013,22,37538.0
28-JAN-2013,23,34232.5
29-JAN-2013,0,33888.5
29-JAN-2013,1,33725.0
29-JAN-2013,2,32798.5
29-JAN-2013,3,32148.0
29-JAN-2013,4,31265.0
29-JAN-2013,5,32291.5
29-JAN-2013,6,37433.0
29-JAN-2013,7,43658.5
29-JAN-2013,8,45226.0
29-JAN-2013,9,45937.5
29-JAN-2013,10,46311.0
29-JAN-2013,11,46640.5
29-JAN-2013,12,46802.0
29-JAN-2013,13,46499.0
29-JAN-2013,14,45967.5
29-JAN-2013,15,46232.5
29-JAN-2013,16,48974.5
29-JAN-2013,17,51684.0
29-JAN-2013,18,50148.0
29-JAN-2013,19,47841.5
29-JAN-2013,20,44721.0
29-JAN-2013,21,40892.5
29-JAN-2013,22,36665.0
29-JAN-2013,23,33710.5
30-JAN-2013,0,33487.5
30-JAN-2013,1,33155.0
30-JAN-2013,2,32080.5
30-JAN-2013,3,30974.0
30-JAN-2013,4,29878.0
30-JAN-2013,5,31166.5
30-JAN-2013,6,36594.5
30-JAN-2013,7,42271.5
30-JAN-2013,8,43609.5
30-JAN-2013,9,44297.0
30-JAN-2013,10,44040.0
30-JAN-2013,11,44104.5
30-JAN-2013,12,44031.0
30-JAN-2013,13,43651.0
30-JAN-2013,14,43740.5
30-JAN-2013,15,44152.5
30-JAN-2013,16,47005.5
30-JAN-2013,17,51303.5
30-JAN-2013,18,50803.5
30-JAN-2013,19,48381.0
30-JAN-2013,20,45350.0
30-JAN-2013,21,41308.5
30-JAN-2013,22,37327.5
30-JAN-2013,23,34269.5
31-JAN-2013,0,33826.0
31-JAN-2013,1,33262.5
31-JAN-2013,2,32395.0
31-JAN-2013,3,31612.5
31-JAN-2013,4,30597.5
31-JAN-2013,5,31719.0
31-JAN-2013,6,36534.5
31-JAN-2013,7,42859.5
31-JAN-2013,8,44147.5
31-JAN-2013,9,44744.5
31-JAN-2013,10,44724.5
31-JAN-2013,11,44790.5
31-JAN-2013,12,44782.0
31-JAN-2013,13,44401.0
31-JAN-2013,14,44006.0
31-JAN-2013,15,44225.5
31-JAN-2013,16,46963.5
31-JAN-2013,17,51009.0
31-JAN-2013,18,50500.5
31-JAN-2013,19,48283.0
31-JAN-2013,20,45150.5
31-JAN-2013,21,41366.0
31-JAN-2013,22,37291.0
31-JAN-2013,23,34279.0
01-FEB-2013,0,33889.0
01-FEB-2013,1,33556.5
01-FEB-2013,2,32750.5
01-FEB-2013,3,31775.5
01-FEB-2013,4,30903.5
01-FEB-2013,5,31968.0
01-FEB-2013,6,37016.5
01-FEB-2013,7,43542.0
01-FEB-2013,8,45622.0
01-FEB-2013,9,46402.5
01-FEB-2013,10,46425.0
01-FEB-2013,11,46169.0
01-FEB-2013,12,45743.5
01-FEB-2013,13,45032.5
01-FEB-2013,14,44769.0
01-FEB-2013,15,44623.5
01-FEB-2013,16,46924.0
01-FEB-2013,17,50663.5
01-FEB-2013,18,49953.5
01-FEB-2013,19,47218.5
01-FEB-2013,20,43932.5
01-FEB-2013,21,40429.0
01-FEB-2013,22,37103.0
01-FEB-2013,23,34837.5
02-FEB-2013,0,34478.5
02-FEB-2013,1,33639.5
02-FEB-2013,2,32555.5
02-FEB-2013,3,31266.5
02-FEB-2013,4,30177.0
02-FEB-2013,5,30166.0
02-FEB-2013,6,31984.0
02-FEB-2013,7,33846.0
02-FEB-2013,8,37515.0
02-FEB-2013,9,40624.0
02-FEB-2013,10,41222.5
02-FEB-2013,11,40911.5
02-FEB-2013,12,40654.5
02-FEB-2013,13,40003.5
02-FEB-2013,14,39732.0
02-FEB-2013,15,40030.0
02-FEB-2013,16,42136.0
02-FEB-2013,17,47196.5
02-FEB-2013,18,47224.5
02-FEB-2013,19,45053.0
02-FEB-2013,20,42475.5
02-FEB-2013,21,39530.0
02-FEB-2013,22,36971.5
02-FEB-2013,23,35067.5
03-FEB-2013,0,34868.0
03-FEB-2013,1,33820.5
03-FEB-2013,2,32452.5
03-FEB-2013,3,31320.5
03-FEB-2013,4,29890.5
03-FEB-2013,5,29061.5
03-FEB-2013,6,29945.5
03-FEB-2013,7,30380.0
03-FEB-2013,8,33002.0
03-FEB-2013,9,36999.0
03-FEB-2013,10,39894.0
03-FEB-2013,11,41493.0
03-FEB-2013,12,42433.0
03-FEB-2013,13,42128.5
03-FEB-2013,14,41896.0
03-FEB-2013,15,42019.0
03-FEB-2013,16,43666.0
03-FEB-2013,17,46888.0
03-FEB-2013,18,46189.0
03-FEB-2013,19,43991.0
03-FEB-2013,20,41252.0
03-FEB-2013,21,38137.5
03-FEB-2013,22,34819.0
03-FEB-2013,23,31648.5
04-FEB-2013,0,31576.0
04-FEB-2013,1,31424.0
04-FEB-2013,2,30385.5
04-FEB-2013,3,29609.5
04-FEB-2013,4,28817.5
04-FEB-2013,5,30931.0
04-FEB-2013,6,35847.0
04-FEB-2013,7,42443.5
04-FEB-2013,8,43947.5
04-FEB-2013,9,44811.0
04-FEB-2013,10,44890.5
04-FEB-2013,11,44983.5
04-FEB-2013,12,45108.0
04-FEB-2013,13,44870.5
04-FEB-2013,14,44768.0
04-FEB-2013,15,44893.0
04-FEB-2013,16,47291.5
04-FEB-2013,17,51368.0
04-FEB-2013,18,51033.0
04-FEB-2013,19,48540.0
04-FEB-2013,20,45464.5
04-FEB-2013,21,41580.0
04-FEB-2013,22,37236.0
04-FEB-2013,23,34128.0
05-FEB-2013,0,33738.0
05-FEB-2013,1,33527.0
05-FEB-2013,2,32737.5
05-FEB-2013,3,31946.0
05-FEB-2013,4,31212.0
05-FEB-2013,5,32298.5
05-FEB-2013,6,37920.0
05-FEB-2013,7,43850.0
05-FEB-2013,8,45548.0
05-FEB-2013,9,46603.5
05-FEB-2013,10,46652.0
05-FEB-2013,11,46848.5
05-FEB-2013,12,47099.0
05-FEB-2013,13,46766.0
05-FEB-2013,14,46820.0
05-FEB-2013,15,47104.0
05-FEB-2013,16,49770.0
05-FEB-2013,17,52672.5
05-FEB-2013,18,52288.0
05-FEB-2013,19,50015.0
05-FEB-2013,20,46979.0
05-FEB-2013,21,42862.5
05-FEB-2013,22,38151.5
05-FEB-2013,23,35003.0
06-FEB-2013,0,34378.5
06-FEB-2013,1,34069.5
06-FEB-2013,2,33239.0
06-FEB-2013,3,32371.5
06-FEB-2013,4,31587.0
06-FEB-2013,5,32934.0
06-FEB-2013,6,38436.0
06-FEB-2013,7,44408.5
06-FEB-2013,8,45876.0
06-FEB-2013,9,46691.5
