Total Demand TWh,Total Fossil Fuel (TWh),Total Curtailement,Gen 0 Cap (GW),Gen 1 Cap (GW),Gen 2 Cap (GW),Stor 0 Cap (GW),Stor 1 Cap (GW),Fleet 0 V2G,Fleet 0 Uni
317,15,49,48.6,0.0,89.8,152.0,22314.6,199999,0
