Total Demand (TWh),Total Fossil Fuel (TWh),Total Curtailement (TWh),Gen 0 Cap (GW),Gen 1 Cap (GW),Gen 2 Cap (GW),Stor 0 Cap (GW),Stor 1 Cap (GW),Fleet 0 V2G,Fleet 0 Uni
1157,11,263,48.1,0.0,97.5,175.3,26600.6,200000,0
