Latitude,Longitude,Load Factor
50.0,1.875,0.3044045958176543
50.5,-5.0,0.4985449549310406
50.5,-4.375,0.43502064720196815
50.5,-3.75,0.4028695052827146
50.5,1.875,0.3441121249823596
51.0,-3.75,0.3831922753027509
51.0,-3.125,0.35307164622466936
51.0,-2.5,0.33938887532259554
51.0,-1.875,0.34359172522258874
51.0,-1.25,0.349712669027811
51.0,-0.625,0.3561624130577183
51.0,-5.920304394294029e-13,0.3729075123289618
51.0,0.625,0.40050237944704714
51.5,-3.125,0.3505998197218901
51.5,-2.5,0.32843394128432635
51.5,-1.875,0.323761043807003
51.5,-1.25,0.32815840847750494
51.5,-0.625,0.324511088437558
51.5,-5.920304394294029e-13,0.3323023811313927
52.0,-5.0,0.46099786648323793
52.0,-4.375,0.39641340750276627
52.0,-3.75,0.34858969292946057
52.0,-3.125,0.32450879557422246
52.0,-2.5,0.31296943841899305
52.0,-1.875,0.3181841680704787
52.0,-1.25,0.32517104216517795
52.0,-0.625,0.326211450091024
52.0,-5.920304394294029e-13,0.32735207011826006
52.0,0.625,0.33753191025434903
52.0,1.25,0.3748579674967353
52.5,-6.875,0.369383749560138
52.5,-3.75,0.3090810002033171
52.5,-3.125,0.32834092415182076
52.5,-2.5,0.31168430409049674
52.5,-1.875,0.3145282076412687
52.5,-1.25,0.3229693408991203
52.5,-0.625,0.32715235228394973
52.5,-5.920304394294029e-13,0.327421807830601
52.5,0.625,0.3334772118345829
52.5,1.25,0.3528676861704305
53.0,-6.875,0.3649119000784158
53.0,-6.25,0.40728278093061343
53.0,-4.375,0.42344538839039786
53.0,-3.75,0.23387854850434026
53.0,-3.125,0.28431130000414645
53.0,-2.5,0.3088916727891648
53.0,-1.875,0.32253670470776824
53.0,-1.25,0.33124861754202134
53.0,-0.625,0.33156220589633534
53.0,-5.920304394294029e-13,0.3495780158029874
53.5,-6.875,0.367995883211384
53.5,-6.25,0.41144661171718505
53.5,-2.5,0.33773639652886317
53.5,-1.875,0.33881307895120705
53.5,-1.25,0.34120307691306206
53.5,-0.625,0.3317891021836927
53.5,-5.920304394294029e-13,0.3887234194370455
54.0,-6.875,0.3607105781204581
54.0,-6.25,0.39534707808298836
54.0,-2.5,0.3562710976145143
54.0,-1.875,0.3534291314375084
54.0,-1.25,0.3375994109889608
54.0,-0.625,0.355776427859499
54.5,-6.875,0.3621310155036521
54.5,-6.25,0.38185834175560324
54.5,-5.625,0.4354622196027293
54.5,-3.125,0.39652848310995564
54.5,-2.5,0.36504621748308064
54.5,-1.875,0.36979430970219357
54.5,-1.25,0.377508338379267
55.0,-6.875,0.4369230929024208
55.0,-6.25,0.44637953718758544
55.0,-5.0,0.46714062730393463
55.0,-4.375,0.43611314740751267
55.0,-3.75,0.39363652662597476
55.0,-3.125,0.36397066961645946
55.0,-2.5,0.371380570719019
55.0,-1.875,0.38870288187123536
55.5,-5.625,0.4944446190568553
55.5,-4.375,0.39682117432174535
55.5,-3.75,0.3806733647550302
55.5,-3.125,0.3821332332378601
55.5,-2.5,0.3835100709447933
55.5,-1.875,0.41938515591670866
56.0,-5.0,0.38569059504190856
56.0,-4.375,0.3546482201503933
56.0,-3.75,0.36188933288147423
56.5,-6.875,0.5457901457139285
56.5,-5.0,0.3384165325581258
56.5,-4.375,0.3332308882137409
56.5,-3.75,0.328086222940461
56.5,-3.125,0.34156265308973055
57.0,-6.25,0.46931104626396747
57.0,-5.625,0.3823213150048649
57.0,-5.0,0.34316794252015387
57.0,-4.375,0.35449174528540056
57.0,-3.75,0.3637930807978428
57.0,-3.125,0.36500084876727407
57.0,-2.5,0.38491075450385603
57.5,-6.25,0.4920482246451418
57.5,-5.625,0.4209760462657349
57.5,-5.0,0.37198544801197436
57.5,-3.75,0.38593881379779005
57.5,-3.125,0.399459106183125
57.5,-2.5,0.41756876320761516
57.5,-1.875,0.45754666263317284
58.0,-6.875,0.5716208055035945
58.0,-5.0,0.42790484740989776
58.0,-4.375,0.39776159758111945
58.5,-6.25,0.562334618526691
58.5,-5.0,0.499402779439841
58.5,-4.375,0.48591870670679754
58.5,-3.75,0.5034063760575114
