Latitude,Longitude,Load Factor
50.0,1.875,0.42944191464549797
50.5,-5.0,0.6114075446474596
50.5,-4.375,0.56148086406164
50.5,-3.75,0.5327643588971093
50.5,1.875,0.47401197313695703
51.0,-3.75,0.5150628002024169
51.0,-3.125,0.4861517482993879
51.0,-2.5,0.4736879375412415
51.0,-1.875,0.47761608071469325
51.0,-1.25,0.4816224005824373
51.0,-0.625,0.4868241100090706
51.0,-5.920304394294029e-13,0.5034679813676849
51.0,0.625,0.5285461910307814
51.5,-3.125,0.4809782413692102
51.5,-2.5,0.4587260762229666
51.5,-1.875,0.4549614830030782
51.5,-1.25,0.4584023966351317
51.5,-0.625,0.45380838693437653
51.5,-5.920304394294029e-13,0.46325265795905496
52.0,-5.0,0.5814410863228905
52.0,-4.375,0.5280462031832802
52.0,-3.75,0.47867310458387075
52.0,-3.125,0.4499606217921597
52.0,-2.5,0.4401958357098448
52.0,-1.875,0.4483188638020728
52.0,-1.25,0.4561297523167246
52.0,-0.625,0.45739514373830814
52.0,-5.920304394294029e-13,0.459916441744749
52.0,0.625,0.4719798718256831
52.0,1.25,0.5098631589281877
52.5,-6.875,0.49945893683850157
52.5,-3.75,0.4293471025020933
52.5,-3.125,0.4531163572024144
52.5,-2.5,0.43916074446134074
52.5,-1.875,0.44487972950069243
52.5,-1.25,0.4551231848968456
52.5,-0.625,0.4601511193524963
52.5,-5.920304394294029e-13,0.4611251904129835
52.5,0.625,0.4695577904141123
52.5,1.25,0.49182518753172516
53.0,-6.875,0.4940090599910818
53.0,-6.25,0.5354277158239393
53.0,-4.375,0.5416860093465297
53.0,-3.75,0.33918571397357533
53.0,-3.125,0.4038984096800374
53.0,-2.5,0.43699856003091553
53.0,-1.875,0.45495167888270827
53.0,-1.25,0.4652499836878787
53.0,-0.625,0.4662775020161474
53.0,-5.920304394294029e-13,0.4872064052091642
53.5,-6.875,0.5010244440663505
53.5,-6.25,0.540400396833102
53.5,-2.5,0.471169799640912
53.5,-1.875,0.4727341858737229
53.5,-1.25,0.4765162896318713
53.5,-0.625,0.4682961693171294
53.5,-5.920304394294029e-13,0.5282150133672926
54.0,-6.875,0.4944617724152357
54.0,-6.25,0.5279248163781771
54.0,-2.5,0.48832622119742924
54.0,-1.875,0.48441727868087
54.0,-1.25,0.47140886878259686
54.0,-0.625,0.4950645729526763
54.5,-6.875,0.49605402331090515
54.5,-6.25,0.5186547271800116
54.5,-5.625,0.5665559280383441
54.5,-3.125,0.5233781128546681
54.5,-2.5,0.49294046130740754
54.5,-1.875,0.500296541133181
54.5,-1.25,0.5135850303697943
55.0,-6.875,0.5697007618959904
55.0,-6.25,0.578448621419652
55.0,-5.0,0.5920888151802092
55.0,-4.375,0.5638721500928959
55.0,-3.75,0.5229724964177764
55.0,-3.125,0.4903052360336787
55.0,-2.5,0.49884598697675864
55.0,-1.875,0.522830861573011
55.5,-5.625,0.6125286134722446
55.5,-4.375,0.5284052594947906
55.5,-3.75,0.5103221498574105
55.5,-3.125,0.5096772535255422
55.5,-2.5,0.5135551539204944
55.5,-1.875,0.5517038635541475
56.0,-5.0,0.5115131204766107
56.0,-4.375,0.4765407883428187
56.0,-3.75,0.4846550595290172
56.5,-6.875,0.6570959378538516
56.5,-5.0,0.4570500998211997
56.5,-4.375,0.4487424331889071
56.5,-3.75,0.44406564944318133
56.5,-3.125,0.46426612208553053
57.0,-6.25,0.5892543914465754
57.0,-5.625,0.5029348556726077
57.0,-5.0,0.4577829404853864
57.0,-4.375,0.4675475928716925
57.0,-3.75,0.48155261156095647
57.0,-3.125,0.48851313664869594
57.0,-2.5,0.5148345459824849
57.5,-6.25,0.6095025380950966
57.5,-5.625,0.5410768066105236
57.5,-5.0,0.48731825273672214
57.5,-3.75,0.5097365875814632
57.5,-3.125,0.5310810358463278
57.5,-2.5,0.5518029363643353
57.5,-1.875,0.58537364611066
58.0,-6.875,0.6767155046893463
58.0,-5.0,0.5513571373697586
58.0,-4.375,0.521665297022005
58.5,-6.25,0.6678520303523123
58.5,-5.0,0.6192585449980861
58.5,-4.375,0.6106686272114829
58.5,-3.75,0.6242846912951568
